,CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,CARBON_EMISSIONS_TARGET_BASE_YEAR,CARBON_EMISSIONS_TARGET_DESC,CARBON_EMISSIONS_TARGET_REDUCT_PCT,CARBON_EMISSIONS_TARGET_YEAR,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SBTI_LONG_TERM_TARGET_STATUS,SBTI_LONG_TERM_TARGET_YEAR,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_YEAR,SBTI_NET_ZERO_TARGET_STATUS,SBTI_NET_ZERO_TARGET_YEAR,SBTI_UPDATE_DATE,TARGET_SUMMARY_ANNUAL_REDUCTION,TARGET_SUMMARY_APPLIED_TARGETS_IDS,TARGET_SUMMARY_CALCULATION_DATE,TARGET_SUMMARY_CUM_CHANGE_2030,TARGET_SUMMARY_CUM_CHANGE_2050,TARGET_SUMMARY_CUM_CHANGE_2070,TARGET_SUMMARY_CURRENT_PROGRESS,TARGET_SUMMARY_EFFECTIVE_COVERAGE,TARGET_SUMMARY_END_YEAR,TARGET_SUMMARY_IMPUTATION_TRANSPARENCY,TARGET_SUMMARY_NNZERO_2030,TARGET_SUMMARY_NNZERO_2050,TARGET_SUMMARY_NNZERO_2070,TARGET_SUMMARY_SCOPES,TARGET_SUMMARY_SCOPE_3_CATEGORIES,TARGET_SUMMARY_SELF_DECLARED_NZERO,TARGET_SUMMARY_TARGETS_IDS,TARGET_SUMMARY_TRACK_RECORD,TARGET_SUMMARY_TYPES,TARGET_SUMMARY_UNITS,TARGET_SUMMARY_USE_OF_OFFSETS,TARGET_UPDATE_DATE
111,AU000000QBE9,QBE INSURANCE GROUP LIMITED,IID000000002128543,AU000000QBE9,549300D2FBW76FPUSG65,QBE,2018.0,Reduce Absolute Emissions By 30% By 2025 Against 2018,30.0,2025.0,,,,,,,,,,0.008798147358908,IID000000002128543-7,2025-02-18,0.070385178871262,0.306073334166637,0.593657673791764,Not on track with any targets,0.011517245718661,2030.0,"For target IID000000002128543-7, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 5548.0 tCO2e (reported). The imputed baseline value for Scope 2 is 13770.0 tCO2e (reported). For target IID000000002128543-10, we calculated the target value to be 21617.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,True,"IID000000002128543-1, IID000000002128543-10, IID000000002128543-11, IID000000002128543-12, IID000000002128543-13, IID000000002128543-2, IID000000002128543-3, IID000000002128543-4, IID000000002128543-5, IID000000002128543-6, IID000000002128543-7, IID000000002128543-8, IID000000002128543-9",Met some targets,ABSOLUTE,tCO2e,No,
112,US7043261079,"PAYCHEX, INC.",IID000000002128557,US7043261079,529900K900DW6SUBM174,PAYX,2019.0,Reduce 70% Scope 3 emissions (Upstream leased assets) by 2040 with 2019 baseline,70.0,2040.0,False,False,,,,,,,,0.010133008454562,"IID000000002128557-15, IID000000002128557-19, IID000000002128557-20, IID000000002128557-21, IID000000002128557-24, IID000000002128557-25, IID000000002128557-26, IID000000002128557-27, IID000000002128557-31, IID000000002128557-32, IID000000002128557-36, IID000000002128557-37",2025-02-18,0.076567538444031,0.301156715819696,0.577257368553572,On track with all targets,0.017720621155651,2040.0,"For target IID000000002128557-24, we calculated the target value to be 2446.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-25, we calculated the target value to be 12818.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-11, we calculated the target value to be 4991.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-14, we calculated the target value to be 1618.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 1. For target IID000000002128557-15, we calculated the target value to be 7749.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-16, we calculated the target value to be 8318.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-10, we calculated the target value to be 8318.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-18, we calculated the target value to be 2436.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 2. For target IID000000002128557-19, we calculated the target value to be 4077.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-20, we calculated the target value to be 21363.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-21, we calculated the target value to be 12915.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128557-22, we calculated the target value to be 971.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 1. For target IID000000002128557-23, we calculated the target value to be 1461.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 2. For target IID000000002128557-17, we calculated the target value to be 4991.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scope 3.",,,,"1,2,3","8,9,6,7",,"IID000000002128557-1, IID000000002128557-10, IID000000002128557-11, IID000000002128557-12, IID000000002128557-13, IID000000002128557-14, IID000000002128557-15, IID000000002128557-16, IID000000002128557-17, IID000000002128557-18, IID000000002128557-19, IID000000002128557-2, IID000000002128557-20, IID000000002128557-21, IID000000002128557-22, IID000000002128557-23, IID000000002128557-24, IID000000002128557-25, IID000000002128557-26, IID000000002128557-27, IID000000002128557-28, IID000000002128557-29, IID000000002128557-3, IID000000002128557-30, IID000000002128557-31, IID000000002128557-32, IID000000002128557-33, IID000000002128557-34, IID000000002128557-35, IID000000002128557-36, IID000000002128557-37, IID000000002128557-4, IID000000002128557-5, IID000000002128557-6, IID000000002128557-7, IID000000002128557-8, IID000000002128557-9",Not applicable,ABSOLUTE,tCO2e,No,2024-04-29
113,US6937181088,PACCAR INC,IID000000002128558,US6937181088,KDTEY8BWE486IKZ3CC07,PCAR,2018.0,Reduce scope 1 and 2 GHG emissions by 35% by 2030 based on 2018 baseline year.,35.0,2030.0,,True,,,Well-below 2 degrees C,2030.0,,,2021-05-06,-0.025519453523584,"IID000000002128558-8, IID000000002128558-9",2025-02-18,-0.204155628188671,-0.186509597134975,-0.164978085798643,Not on track with any targets,0.805832618080246,2030.0,"For target IID000000002128558-9, we calculated the target value to be 0.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3.",,,,"1,2,3",11,,"IID000000002128558-1, IID000000002128558-2, IID000000002128558-3, IID000000002128558-4, IID000000002128558-5, IID000000002128558-6, IID000000002128558-7, IID000000002128558-8, IID000000002128558-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e",No,2023-02-08
114,US57060D1081,MARKETAXESS HOLDINGS INC.,IID000000002128570,US57060D1081,5493002U1CA1XJOVID83,MKTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,US8085131055,THE CHARLES SCHWAB CORPORATION,IID000000002128581,US8085131055,549300VSGCJ7E698NM85,SCHW,2020.0,1% emission reduction from year to year.,1.0,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,"IID000000002128581-1, IID000000002128581-2, IID000000002128581-3, IID000000002128581-4, IID000000002128581-5, IID000000002128581-6, IID000000002128581-7",,,,,
116,IT0003828271,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A.,IID000000002128620,IT0003828271,815600FBF92FD3531704,REC,2021.0,Reduce scope 2 GHG emissions by 100% by 2025 from a 2021 base year,100.0,2025.0,,False,,,,,,,,0.002374492895855,IID000000002128620-6,2025-02-18,0.058496897792305,0.291567372001993,0.575957643238602,Not on track with any targets,0.022495873839231,2025.0,"For target IID000000002128620-6, we calculated the target value to be 0.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scope 2.",,,,2,,,"IID000000002128620-1, IID000000002128620-2, IID000000002128620-3, IID000000002128620-4, IID000000002128620-5, IID000000002128620-6, IID000000002128620-7",Met some targets,ABSOLUTE,tCO2e,No,2023-05-03
117,US74144T1088,"T. ROWE PRICE GROUP, INC.",IID000000002128683,US74144T1088,549300SIV6FPS9Y7IH33,TROW,2021.0,"Reduce scope 1 and 2 greenhouse gas emissions by 80% by year end 2035, compared with our 2021 baseline",80.0,2035.0,False,False,,,,,,,,-0.055542887631619,"IID000000002128683-2, IID000000002128683-3, IID000000002128683-4, IID000000002128683-5",2025-02-18,-0.999771953095068,-0.999771977369149,-0.999771977369149,Not on track with any targets,1.0,2040.0,"For target IID000000002128683-4, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 877.0 tCO2e (reported). The imputed baseline value for Scope 2 is 18887.0 tCO2e (reported). For target IID000000002128683-3, we calculated the target value to be 4941.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002128683-3, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 1 is 877.0 tCO2e (reported). The imputed baseline value for Scope 2 is 18887.0 tCO2e (reported). For target IID000000002128683-5, we calculated the target value to be 3953.0 tCO2e for year 2035, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002128683-5, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 1 is 877.0 tCO2e (reported). The imputed baseline value for Scope 2 is 18887.0 tCO2e (reported).",True,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002128683-1, IID000000002128683-2, IID000000002128683-3, IID000000002128683-4, IID000000002128683-5",Not applicable,ABSOLUTE,tCO2e,No,
118,US6935061076,"PPG INDUSTRIES, INC.",IID000000002128743,US6935061076,549300BKPEP01R3V6C59,PPG,2019.0,Commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year.,50.0,2030.0,False,True,,,1.5 degrees C,2030.0,,,2023-05-25,-0.008688948585741,"IID000000002128743-5, IID000000002128743-7, IID000000002128743-8",2025-02-18,-0.069511588685929,0.096338924810164,0.298708069498354,Not on track with any targets,0.304418280273203,2030.0,"For target IID000000002128743-8, we calculated the target value to be 2385135.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128743-8, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 3 is 3407336.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 10, 12. For target IID000000002128743-7, we calculated the target value to be 440000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002128743-7, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 380000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 500000.0 tCO2e (reported).",,,,"1,2,3","1,10,12",,"IID000000002128743-1, IID000000002128743-2, IID000000002128743-3, IID000000002128743-4, IID000000002128743-5, IID000000002128743-6, IID000000002128743-7, IID000000002128743-8, IID000000002128743-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/ton of product",No,2024-02-23
119,US6934751057,"THE PNC FINANCIAL SERVICES GROUP, INC.",IID000000002128802,US6934751057,CFGNEKW0P8842LEUIA51,PNC,2009.0,Reduce energy consumption,75.0,2035.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,"IID000000002128802-10, IID000000002128802-11, IID000000002128802-13, IID000000002128802-14, IID000000002128802-15, IID000000002128802-16, IID000000002128802-20, IID000000002128802-21, IID000000002128802-3, IID000000002128802-5, IID000000002128802-6, IID000000002128802-7, IID000000002128802-8, IID000000002128802-9",,,,,2024-02-16
120,US62944T1051,"NVR, Inc.",IID000000002128825,US62944T1051,529900RWXR4JI3JYTV70,NVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CA9628791027,Wheaton Precious Metals Corp.,IID000000002128842,CA9628791027,549300XSFG5ZCGVYD886,WPM,2018.0,Reduce Scope 1 and Scope 2 by 50% by 2030 from 2018 baseline,50.0,2030.0,,True,,,1.5 degrees C,2030.0,,,2022-05-26,-0.035714285714286,"IID000000002128842-2, IID000000002128842-5",2025-02-18,-0.285721990887984,-1.0,-1.0,On track with all targets,1.0,2050.0,"For target IID000000002128842-5, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 0.0 tCO2e (reported). The imputed baseline value for Scope 2 is 34.0 tCO2e (reported). The imputed baseline value for Scope 3 is 520688.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002128842-2, IID000000002128842-5",Not applicable,ABSOLUTE,tCO2e,No,2024-06-22
122,CA7800871021,ROYAL BANK OF CANADA,IID000000002128874,CA7800871021,ES7IP3U3RHIGC71XBU11,RY,2018.0,Scope 1+2 (market-based) +3 (upstream) business travel under scope 3,70.0,2025.0,,,,,,,,,,-0.3332161331881,IID000000002128874-11,2025-02-18,-0.999648399564299,-0.999648399564299,-0.999648399564299,Not on track with any targets,1.0,2025.0,"For target IID000000002128874-6, we calculated the target value to be 10036922.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002128874-6, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 24174.0 tCO2e (reported). The imputed baseline value for Scope 2 is 102009.0 tCO2e (reported). The imputed baseline value for Scope 3 is 33330222.0 tCO2e (estimated by MSCI ESG Research).",True,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002128874-10, IID000000002128874-11, IID000000002128874-12, IID000000002128874-13, IID000000002128874-14, IID000000002128874-15, IID000000002128874-16, IID000000002128874-2, IID000000002128874-3, IID000000002128874-4, IID000000002128874-5, IID000000002128874-6, IID000000002128874-7, IID000000002128874-8, IID000000002128874-9",Met some targets,ABSOLUTE,tCO2e,No,
123,SG1T75931496,SINGAPORE TELECOMMUNICATIONS LIMITED,IID000000002128891,SG1T75931496,2549003XJKIQO8YDYD89,Z74,2015.0,To achieve net zero emissions by 2050 compared to 2015 levels.,100.0,2050.0,,True,1.5 degrees C,2045.0,1.5 degrees C,2030.0,Approved,2045.0,2024-01-18,-0.043478260869565,"IID000000002128891-23, IID000000002128891-32, IID000000002128891-33, IID000000002128891-35, IID000000002128891-6",2025-02-18,-0.448775750216116,-1.0,-1.0,On track with some targets,1.0,2045.0,"For target IID000000002128891-30, we calculated the target value to be 200620.0 tCO2e for year 2045, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002128891-30, we imputed the baseline value for the year 2023. The imputed baseline value for Scope 1 is 6204.0 tCO2e (reported). The imputed baseline value for Scope 2 is 467720.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1532279.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-31, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2023. The imputed baseline value for Scope 1 is 6204.0 tCO2e (reported). The imputed baseline value for Scope 2 is 467720.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1532279.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-32, we calculated the target value to be 755054.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128891-32, we imputed the baseline value for the year 2023. The imputed baseline value for Scope 3 is 1258423.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-33, we calculated the target value to be 213266.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002128891-33, we imputed the baseline value for the year 2023. The imputed baseline value for Scope 1 is 6204.0 tCO2e (reported). The imputed baseline value for Scope 2 is 467720.0 tCO2e (reported). For target IID000000002128891-34, we calculated the target value to be 200620.0 tCO2e for year 2045, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002128891-34, we imputed the baseline value for the year 2023. The imputed baseline value for Scope 1 is 6204.0 tCO2e (reported). The imputed baseline value for Scope 2 is 467720.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1532279.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-35, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2023. The imputed baseline value for Scope 1 is 6204.0 tCO2e (reported). The imputed baseline value for Scope 2 is 467720.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1532279.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-6, we calculated the target value to be 1502587.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002128891-6, we imputed the baseline value for the year 2015. The imputed baseline value for Scope 1 is 7243.0 tCO2e (reported). The imputed baseline value for Scope 2 is 557665.0 tCO2e (reported). The imputed baseline value for Scope 3 is 1939403.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002128891-29, we calculated the target value to be 755054.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002128891-29, we imputed the baseline value for the year 2023. The imputed baseline value for Scope 3 is 1258423.0 tCO2e (estimated by MSCI ESG Research). Additional targets were imputed for this issuer, but details are not currently available. Please contact MSCI Client Service for more information.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002128891-1, IID000000002128891-10, IID000000002128891-11, IID000000002128891-14, IID000000002128891-15, IID000000002128891-16, IID000000002128891-17, IID000000002128891-2, IID000000002128891-22, IID000000002128891-23, IID000000002128891-24, IID000000002128891-25, IID000000002128891-26, IID000000002128891-27, IID000000002128891-28, IID000000002128891-29, IID000000002128891-3, IID000000002128891-30, IID000000002128891-31, IID000000002128891-32, IID000000002128891-33, IID000000002128891-34, IID000000002128891-35, IID000000002128891-36, IID000000002128891-37, IID000000002128891-4, IID000000002128891-5, IID000000002128891-6, IID000000002128891-7, IID000000002128891-8, IID000000002128891-9",Met some targets,ABSOLUTE,tCO2e,No,2024-07-10
124,US92939U1060,"WEC ENERGY GROUP, INC.",IID000000002129013,US92939U1060,549300IGLYTZUK3PVP70,WEC,2005.0,Reduce 100% of Scope 1 and 3 from baseline year 2005 by target year 2050,100.0,2050.0,False,False,,,,,,,,-0.024392373875372,"IID000000002129013-22, IID000000002129013-23, IID000000002129013-24",2025-02-18,-0.484560168460899,-0.682986468510406,-0.613183246347665,On track with some targets,0.760072883693598,2050.0,"For target IID000000002129013-24, we calculated the target value to be 14280000.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 3. For target IID000000002129013-23, we calculated the target value to be 7140000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 3. For target IID000000002129013-21, we calculated the target value to be 1.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 1. For target IID000000002129013-19, we calculated the target value to be 7140000.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 1. For target IID000000002129013-20, we calculated the target value to be 19080000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 1.",,,,"1,3",3,,"IID000000002129013-1, IID000000002129013-14, IID000000002129013-15, IID000000002129013-16, IID000000002129013-17, IID000000002129013-18, IID000000002129013-19, IID000000002129013-2, IID000000002129013-20, IID000000002129013-21, IID000000002129013-22, IID000000002129013-23, IID000000002129013-24, IID000000002129013-3, IID000000002129013-4, IID000000002129013-5, IID000000002129013-6, IID000000002129013-7, IID000000002129013-8",Met some targets,ABSOLUTE,tCO2e,No,2024-05-08
125,US9426222009,"WATSCO, INC.",IID000000002129055,US9426222009,549300F1Y3LN5BX5WN75,WSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,NO0010208051,YARA INTERNATIONAL ASA,IID000000002129057,NO0010208051,213800WKOUWXWFJ5Z514,YAR,2019.0,Reduce scope 1+2 emissions by 30% by 2030 from a 2019 base year,30.0,2030.0,True,False,,,Committed,,,,2021-03-31,-0.031111852251737,"IID000000002129057-14, IID000000002129057-15, IID000000002129057-16, IID000000002129057-9",2025-02-18,-0.248894818013893,-0.248894818013893,-0.248894818013893,On track with some targets,0.831913346287658,2030.0,"For target IID000000002129057-16, we calculated the target value to be 12919696.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2, 3.",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002129057-1, IID000000002129057-10, IID000000002129057-11, IID000000002129057-12, IID000000002129057-13, IID000000002129057-14, IID000000002129057-15, IID000000002129057-16, IID000000002129057-17, IID000000002129057-2, IID000000002129057-3, IID000000002129057-4, IID000000002129057-5, IID000000002129057-6, IID000000002129057-7, IID000000002129057-8, IID000000002129057-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/ton of product, tCO2e/unit of production",No,2023-06-15
127,FR0000073272,SAFRAN SA,IID000000002129078,FR0000073272,969500UIC89GT3UL7L24,SAF,2005.0,Scope 3: Use of sold products,90.0,2050.0,False,True,,,1.5 degrees C,2030.0,,,2023-02-02,0.008766028132032,"IID000000002129078-19, IID000000002129078-22, IID000000002129078-25, IID000000002129078-27, IID000000002129078-30",2025-02-18,0.070128225056259,0.302433723899281,0.58589057981268,On track with some targets,0.025241030313079,2030.0,"For target IID000000002129078-30, we calculated the target value to be 34225.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002129078-23, we calculated the target value to be 299076.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002129078-23, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 219790.0 tCO2e (reported). The imputed baseline value for Scope 2 is 383186.0 tCO2e (reported). For target IID000000002129078-20, we calculated the target value to be 301488.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002129078-20, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 219790.0 tCO2e (reported). The imputed baseline value for Scope 2 is 383186.0 tCO2e (reported). For target IID000000002129078-22, we calculated the target value to be 1166100.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002129078-22, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 2332200.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1. For target IID000000002129078-19, we calculated the target value to be 422083.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002129078-19, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 219790.0 tCO2e (reported). The imputed baseline value for Scope 2 is 383186.0 tCO2e (reported).",,,,"1,2,3","1,6,7",,"IID000000002129078-1, IID000000002129078-10, IID000000002129078-11, IID000000002129078-12, IID000000002129078-13, IID000000002129078-14, IID000000002129078-19, IID000000002129078-2, IID000000002129078-20, IID000000002129078-21, IID000000002129078-22, IID000000002129078-23, IID000000002129078-24, IID000000002129078-25, IID000000002129078-26, IID000000002129078-27, IID000000002129078-29, IID000000002129078-3, IID000000002129078-30, IID000000002129078-4, IID000000002129078-5, IID000000002129078-6, IID000000002129078-7, IID000000002129078-8, IID000000002129078-9",Not applicable,ABSOLUTE,tCO2e,No,2024-06-07
128,US0367521038,"ELEVANCE HEALTH, INC.",IID000000002129102,US0367521038,8MYN82XMYQH89CTMTH67,ELV,2019.0,Commits to reduce absolute scope 1 GHG emissions 46.2% by 2030 from a 2019 base year,46.2,2030.0,,True,,,1.5 degrees C,2030.0,,,2024-09-19,0.010265194414405,IID000000002129102-13,2025-02-18,0.082121555315239,0.320297354594579,0.610917092631875,Not on track with any targets,0.001083996861252,2030.0,"For target IID000000002129102-13, we calculated the target value to be 6363.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 1. For target IID000000002129102-13, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 11828.0 tCO2e (reported).",,,,1,,,"IID000000002129102-1, IID000000002129102-10, IID000000002129102-11, IID000000002129102-12, IID000000002129102-13, IID000000002129102-14, IID000000002129102-2, IID000000002129102-3, IID000000002129102-4, IID000000002129102-5, IID000000002129102-7, IID000000002129102-8, IID000000002129102-9",Met some targets,ABSOLUTE,tCO2e,No,2024-10-21
129,US8793601050,TELEDYNE TECHNOLOGIES INCORPORATED,IID000000002129120,US8793601050,549300VSMO9KYQWDND94,TDY,2020.0,To reduce Scope 1 and Scope 2 by 40% by 2040 from 2020 levels.,40.0,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,IID000000002129120-1,,,,,
130,CA87971M1032,TELUS Corporation,IID000000002129126,CA87971M1032,L2TEUTQ8OSHMJWVLCE40,T,2010.0,Enable operation to become net carbon neutral by 2030,100.0,2030.0,False,True,,,1.5 degrees C,2030.0,Committed,,2021-05-20,-0.069862032636284,"IID000000002129126-14, IID000000002129126-5, IID000000002129126-6, IID000000002129126-9",2025-02-18,-0.558896261090276,-0.523180040811931,-0.479599464563707,On track with some targets,0.84543060462746,2030.0,"For target IID000000002129126-9, we calculated the target value to be 163078.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002129126-9, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 58323.0 tCO2e (reported). The imputed baseline value for Scope 2 is 243672.0 tCO2e (reported). For target IID000000002129126-9, we imputeded 95% for missing coverage percentage because the target is SBTi-approved, and at least 95% coverage is an approval criteria for Scope 1 and Scope 2 targets. For target IID000000002129126-8, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2010. The imputed baseline value for Scope 1 is 72000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 280000.0 tCO2e (reported).",,,,"1,2,3","1,2,6,7,11",,"IID000000002129126-1, IID000000002129126-10, IID000000002129126-11, IID000000002129126-12, IID000000002129126-13, IID000000002129126-14, IID000000002129126-2, IID000000002129126-3, IID000000002129126-4, IID000000002129126-5, IID000000002129126-6, IID000000002129126-7, IID000000002129126-8, IID000000002129126-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e",No,2024-07-10
